clause_text,clause_type,domain,risk_level,source,is_synthetic
"Diplomat agrees to pay KI, Inc. the minimum royalties set forth below as a minimum guarantee against royalties to be paid to KI, Inc. under subparagraph 3.(a), above:

                  (1) 1st License Year (8/1/95 - 1/30/97):     $                   (2) 2nd License Year (2/1/97 - 1/30/98):     $                   (3) 3rd License Year (2/1/98 - 1/30/99):     $                   (4) 4th License Year (2/1/99 - 1/30/2000):   $",Minimum Commitment,Original Corporate,MEDIUM,splits/train.csv,False
"Magenta and its agents and designees shall have the right to audit Bachem's facilities, systems, records, procedures, and documentation related to this Agreement.",Audit Rights,Original Corporate,MEDIUM,splits/train.csv,False
"Additionally, VS shall assist PPD (or Sponsor), at PPD's (or Sponsor's) sole cost and expense, in obtaining or extending protection therefor.",Ip Ownership Assignment,Original Corporate,MEDIUM,splits/train.csv,False
"In the event of any material change or cancellation of the required insurance policies, the applicable Party will provide the other Party with thirty (30) calendar days' prior written notice and will promptly replace such insurance policy in accordance with this Section 15, without lapse in coverage.",Insurance,Original Corporate,MEDIUM,splits/train.csv,False
"In further consideration for the Service and the other          -------- obligations of the Company hereunder, for each package shipped by or through an MBE Center by an eBay Customer (""eBay Package""), the Company shall be entitled                                  ------------ to receive the following amounts from such MBE Center for eBay Packages shipped during each calendar month, in each case

----------      *  Confidential treatment has been requested for the bracketed portion. The confidential redacted portion has been omitted and filed separately with the Securities and Exchange Commission.

                                      -10-

after deduction of the lesser of (x) [***]* and (y) the amount paid or to be                                       --- paid by such eBay Customer directly to the Company with respect to the shipment of such package (the ""eBay Fee""):                       --------

         (i)   in the event that at least [***]* but less than [***]* eBay                                            ---                  --- Packages have been shipped by MBE and the MBE Centers during the Measurement Period, the amount of [***]* per eBay Package shipped via air transportation and                        --- the amount of [***]* per eBay Package shipped via ground transportation;                ---

         (ii)  in the event that at least [***]* but less than [***]* eBay                                            ---                  --- Packages shall have been shipped by the MBE Centers during the Measurement Period, the amount of [***]* per eBay Package shipped via air transportation and                        --- the amount of [***]* per eBay Package shipped via ground transportation; and                ---

         (iii) in the event that at least [***]* eBay Packages shall have been                                            --- shipped by the MBE Centers during the Measurement Period, the amount of [***]*                                                                          --- per eBay Package shipped via air transportation and the amount of [***]* per                                                                    --- eBay Package shipped via ground transportation.",Revenue/Profit Sharing,Original Corporate,MEDIUM,splits/train.csv,False
Channel Partner will have at a minimum one (1) web page describing the iPass Services.,Minimum Commitment,Original Corporate,MEDIUM,splits/train.csv,False
"(ii) distribute, sell, transfer, encumber, sublicense, rent, loan, lend or lease any Online BVI Intellectual Property, and/or any component thereof to any third party.",Non-Transferable License,Original Corporate,MEDIUM,splits/train.csv,False
"During reasonable business hours IMPCO and MIL/MINDA will have the right to inspect, and make copies of any and all of the JVC 's business records, including but not limited to financial records, books, accounts and reports. In exercising such right IMPCO and MIL/MINDA will be reasonable.",Audit Rights,Original Corporate,MEDIUM,splits/train.csv,False
eDiets shall have fifteen (15) days from the giving of such notice to agree to participate in the applicable Diet Promo upon the terms and conditions specified in the notice by giving written notice of its agreement to Women.com.,Rofr/Rofo/Rofn,Original Corporate,MEDIUM,splits/train.csv,False
"Subject to Ginkgo's obligation to satisfy the Minimum Cumulative Purchase Commitment for a Contract Year, with respect to the second [***] Contract Years), Ginkgo's Production Purchase Targets for the [***] Contract Years as set forth in Table 7.2.2 are [***], and the Parties expressly acknowledge and agree that [***].",Minimum Commitment,Original Corporate,MEDIUM,splits/train.csv,False
"Commercial General Liability Insurance with a minimum combined single limit of liability of $1,000,000 per occurrence and $2,000,000 aggregate for bodily Injury, death, property damage and personal injury, and specifically covering infringement of Intellectual Property Rights. This policy shall include products/completed operations coverage and shall also include contractual liability coverage.",Insurance,Original Corporate,MEDIUM,splits/train.csv,False
"Company agrees that it will not at any time contest the ownership or validity of any Reed's Intellectual Property or Deliverables, nor register or attempt to register any rights with respect to Reed's Intellectual Property, nor do anything that would jeopardize or diminish Reed's rights to or the value of Reed's Intellectual Property or Deliverables.",Covenant Not To Sue,Original Corporate,MEDIUM,splits/train.csv,False
the Agent will be paid a fee                not to exceed 5.5% of the aggregate  Purchase Price of the Shares                sold by them.,Revenue/Profit Sharing,Original Corporate,MEDIUM,splits/train.csv,False
"In digital formats, the minimum width is 100 pixels at 72 dpi.",Minimum Commitment,Original Corporate,MEDIUM,splits/train.csv,False
"FUSION shall have the right within [***] of receipt of such notice to request that CPDC maintain such records in an off-site storage facility for such longer periods as FUSION requests, provided that FUSION pays all costs associated with such off-site storage.",Audit Rights,Original Corporate,MEDIUM,splits/train.csv,False
"The total amount of material World Book makes available for all Affinities shall be no less than sixteen million (16,000,000) Chinese characters.",Minimum Commitment,Original Corporate,MEDIUM,splits/train.csv,False
"Beginning in the second Contract Year, Wade will be available for a maximum of one (1) production day for creating marketing assets for Wade Products and Naked Products for unlimited use in advertisements and the media, for a maximum of three (3) consecutive hours, not including scheduled breaks, during such production day period.",Volume Restriction,Original Corporate,MEDIUM,splits/train.csv,False
